licenseNo,name,address,phone,lat,lng,refractometer,eyeChart,licensedOn
PHMB220264090023082200001,으뜸50안경 김포장기점,"경기도 김포시 김포한강4로135번길 11, 골든프라자 201호 (장기동)",031-988-1016,37.6448221,126.6661852,3,1,2026-03-04
PHMB220263900028082200001,으뜸플러스안경 광명소하점,"경기도 광명시 금하로 464, 3층 305호 (소하동)",,37.4485854,126.8839344,1,1,2026-03-04
PHMB220263320045082200001,으뜸아이안경 금곡점,"부산광역시 북구 금곡대로 469, 농협하나로클럽 1층 일부호 (금곡동)",051-632-2006,35.2501816,129.0112109,2,1,2026-03-04
PHMB220263220033082200002,아프리카 더블랙 안경,"서울특별시 강남구 도곡로 401, 롯데백화점 1층 (대치동)",02-531-2141,37.4971785,127.0534731,1,1,2026-03-04
PHMB220263130033082200002,뭍(MUUT)연남점,"서울특별시 마포구 양화로23길 42, 2층 (동교동)",,37.5602696,126.9245221,1,1,2026-03-04
PHMB220263130033082200001,블루페퍼안경원연남점,"서울특별시 마포구 동교로27길 50, 1층 (연남동)",,37.5601727,126.9212898,1,1,2026-03-04
PHMB220265710108082200002,으뜸50안경 오송점,"충청북도 청주시 흥덕구 오송읍 오송생명7로 146, 2층 7호",070-7625-5050,36.620477,127.3159535,1,1,2026-03-03
PHMB220263140033082200003,으뜸50안경목동파리공원점,"서울특별시 양천구 목동서로 57, 현대파리지앙 2층 205-206호 (목동)",02-6120-5055,37.5367894,126.8797274,1,1,2026-03-03
PHMB220263220033082200001,더블 닷(Double Dot),"서울특별시 강남구 압구정로75길 38-17, 1층 (청담동)",02-6012-2628,37.5279779,127.0496059,1,1,2026-02-27
PHMB220263210034082200001,안경진정성 이수역점,"서울특별시 서초구 서초대로 30, 현진빌딩 1층 (방배동)",,37.485666,126.9856416,1,1,2026-02-27
PHMB220264800026082200001,모쿠안경,"전남광주통합특별시 목포시 청호로 176, 쥬빌리 메디칼센터 108호 (산정동)",,34.8065622,126.3735947,1,1,2026-02-26
PHMB220264860017082200001,온누리안경,전남광주통합특별시 곡성군 곡성읍 중앙로 113,,35.2813088,127.2949811,1,1,2026-02-23
PHMB220263060034082200002,안경상회 중화점,"서울특별시 중랑구 봉화산로 55-1, 1층 (중화동)",,37.6018884,127.0803885,1,1,2026-02-23
PHMB220265670071082200001,으뜸안경아울렛신항점,"경상남도 창원시 진해구 신항동로 115, 서주프라자 A동 1층 101호 (용원동)",,35.0885877,128.8159324,1,1,2026-02-20
PHMB220263910165082200001,으뜸50안경 송탄점,"경기도 평택시 관광특구로 19, 1층 102호 (서정동)",,37.0673349,127.0609127,1,1,2026-02-20
PHMB220263000034082200002,블루선 북촌점,"서울특별시 종로구 삼청로 67, 1층 (팔판동)",02-6223-3733,37.5817874,126.9809235,1,1,2026-02-13
PHMB220263930154082200002,안경빛나,"경기도 안산시 단원구 광덕대로 146, 일번지프라자 115,116호 (고잔동)",031-401-8889,37.3095541,126.8305619,2,1,2026-02-12
PHMB220263940139082200001,봄안경렌즈베리 일산라페스타점,"경기도 고양시 일산동구 무궁화로 31-2, 풍성프라자 1층 102호 (장항동)",,37.6632142,126.7677538,1,1,2026-02-11
PHMB220263470022082200003,세컨페이스 죽전점,"대구광역시 달서구 달구벌대로 1516, 1층 (감삼동)",053-214-1060,35.8494816,128.5328685,1,1,2026-02-11
PHMB220263200033082200001,아무래도 안경,"서울특별시 관악구 난곡로 128, 1층 (신림동)",,37.4666442,126.9204148,1,1,2026-02-11
PHMB220263660023082200001,아이조아안경원,"대전광역시 서구 월평로 40, 월드프라자 1층 105호 (월평동)",,36.3561257,127.3617188,1,1,2026-02-10
PHMB220264191050082200001,KDU 오큘러스 프레임 랩 안경원,"강원특별자치도 원주시 문막읍 견훤로 815, 경동대학교 메디컬캠퍼스 강의2동 4층 409호",,37.2655012,127.7940764,2,1,2026-02-09
PHMB220263700018082200001,아이젠트리 위드렌즈 울산신정점,"울산광역시 남구 돋질로 3, 102~103호 (신정동, 울산 문수로 동문 디 이스트)",,35.5370037,129.3063483,1,1,2026-02-06
PHMB220263470022082200002,안경장인,"대구광역시 달서구 진천로 77, 301동 130호 (진천동, 진천역 계룡 리슈빌)",,35.8157015,128.5218527,2,1,2026-02-06
PHMB220263780062082200001,으뜸플러스안경 산성역점,"경기도 성남시 수정구 수정로 341, 산성역포레스티아아파트 동문상가동 2층 201호 (신흥동)",031-747-7569,37.4545457,127.149299,1,1,2026-02-05
PHMB220263330024082200001,오렌즈 부산센텀시티점,"부산광역시 해운대구 센텀2로 19, 센텀코아 104호 (우동)",,35.1676041,129.1325313,1,1,2026-01-27
PHMB220263940140082200001,오렌즈 일산주엽점,"경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 가동 102호 (주엽동)",031-922-7112,37.6691432,126.7617505,1,1,2026-01-26
PHMB220265540016082200001,안경생활,경기도 광주시 곤지암읍 곤지암로 70-27,031-762-5171,37.3502352,127.3374606,1,1,2026-01-23
PHMB220263030033082200001,옵틱라이프 성수점,"서울특별시 성동구 아차산로7길 15, 2층 (성수동2가)",,37.5467387,127.0544896,1,1,2026-01-23
PHMB220263930154082200001,으뜸50안경 안산원곡점,"경기도 안산시 단원구 화랑로 123, 한화꿈에그린아파트 상가동 203~204호 (원곡동)",031-8032-9008,37.3270156,126.8026156,2,1,2026-01-22
PHMB220263990310082200001,으뜸50안경 별내점,"경기도 남양주시 별내5로 5, 102호 (별내동)",031-572-5769,37.6500138,127.1136727,3,2,2026-01-20
PHMB220263140033082200001,으뜸플러스안경서울오목교역점,"서울특별시 양천구 신목로 89, 2층 201호 (목동)",02-2061-0210,37.522914,126.8744316,1,1,2026-01-20
PHMB220263740031082200001,"안경존중,윙크렌즈 KT위즈파크점","경기도 수원시 장안구 송원로59번길 4, 호원빌딩 1층 (송죽동)",,37.3007545,127.008133,2,2,2026-01-16
PHMB220263020033082200001,으뜸50안경 용산역점,"서울특별시 용산구 한강대로 95, 지하1층 비125호 (한강로2가, 래미안용산 더 센트럴)",02-793-0567,37.5292264,126.9668597,1,1,2026-01-16
PHMB220265530506082200001,으뜸플러스 동탄목동점,"경기도 화성시 동탄구 동탄신리천로 411, 우성스타타워 2층 213호 (목동)",,37.1827809,127.1242125,1,1,2026-01-15
PHMB220263060034082200001,으뜸50안경 신내점,"서울특별시 중랑구 봉화산로 194, 신아타운 216호 (신내동)",,37.6065462,127.0946041,2,1,2026-01-14
PHMB220263240033082200001,글라스바바안경 강일역점,"서울특별시 강동구 고덕로 425, 1층 (강일동)",02-427-1543,37.5576888,127.1728053,1,2,2026-01-13
PHMB220263620020082200001,더글라스,"전남광주통합특별시 북구 갈마로 45, 일부 1층 (두암동)",062-456-0901,35.162169,126.9354668,1,1,2026-01-08
PHMB220265130030082200001,으뜸안경친구 경산점,"경상북도 경산시 경산로 25 (옥곡동, 동화프라임빌)",053-802-2297,35.8121504,128.7323443,1,1,2026-01-08
PHMB220263340025082200002,세컨페이스 하단점,"부산광역시 사하구 낙동대로 472, 1층 (하단동)",051-208-5558,35.1071287,128.9683157,2,1,2026-01-08
PHMB220265120021082200001,안경ONE,"경상북도 문경시 시청1길 5, 명선빌딩 (모전동)",,36.5870636,128.1907528,1,1,2026-01-06
PHMB220263470022082200001,아이젠트리 안경 성서점,"대구광역시 달서구 계대동문로 110, 1층 (이곡동)",,35.8550925,128.5042778,1,1,2026-01-02
PHMB220263000034082200001,에딧(EDIT)안경원,"서울특별시 종로구 필운대로 11, 1,2,3층 (필운동)",,37.5774856,126.9690778,4,2,2026-01-02
PHMB220253940140082200003,으뜸 4U 안경원,"경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 2층 215호 (주엽동)",,37.6691432,126.7617505,1,1,2025-12-31
PHMB220253830263082200004,라운즈안경 안양범계점,"경기도 안양시 동안구 시민대로 138, 뜨레모아타워 1층 105호 (호계동)",031-360-0050,37.3885638,126.9477111,1,1,2025-12-31
PHMB220254261024082200001,횡성눈편한안경원,"강원특별자치도 횡성군 횡성읍 문정로 15, 2층층",,37.4903124,127.9852258,1,1,2025-12-23
PHMB220253510513082200003,금강안경 인천롯데,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 2층 (관교동)",,37.4415303,126.701213,2,1,2025-12-19
PHMB220253420023082200002,하파크리스틴 올리브영 동대구점,"대구광역시 동구 동부로 140, 301동 115호 (신천동, e편한세상 동대구역 센텀스퀘어)",,35.8766916,128.6274807,1,1,2025-12-17
PHMB220253370022082200003,오렌즈 부산연산점,"부산광역시 연제구 반송로 22, 1층 2,3,4호 (연산동, 동서상가)",,35.1872637,129.0836002,1,1,2025-12-16
PHMB220255080035082200002,소소안경,"경상북도 구미시 인동중앙로 25, 1층 (황상동)",,36.1078965,128.4215956,1,1,2025-12-11
PHMB220253620020082200005,이안안경,"전남광주통합특별시 북구 동문대로 242, 1층 111,112호 (각화동)",,35.1835092,126.931934,2,1,2025-12-10
PHMB220255020056082200001,국가대표으뜸안경,경상북도 포항시 북구 새천년대로 1222 (장성동),054-246-6006,36.0729846,129.3814158,1,1,2025-12-10
PHMB220254080023082200003,렌즈미 안성점,"경기도 안성시 아양1로 61, 폴리프라자Ⅰ 1층 108호 (옥산동)",031-676-0103,37.0077421,127.2592568,1,1,2025-12-10
PHMB220255670554082200003,아이젠트리 창원유니시티점,"경상남도 창원시 의창구 중동북로 23, 제이디윙스빌딩 1층 117호 (중동)",,35.2582544,128.6271084,1,1,2025-12-09
PHMB220253700018082200001,눈높이안경,"울산광역시 남구 삼산로 130, 1층 (달동)",,35.5357874,129.3217001,1,1,2025-12-09
PHMB220253180034082200005,으뜸플러스 안경 영등포역점,"서울특별시 영등포구 영중로 8-1, 2층 (영등포동3가)",02-3667-9988,37.5173977,126.9064156,1,1,2025-12-09
PHMB220255120021082200002,아이포,"경상북도 문경시 중앙로 180, 3층 319호 (흥덕동)",,36.6005843,128.2027212,1,1,2025-12-08
PHMB220254580016082200001,새안경 BY 안경매니져,충청남도 서천군 서천읍 군청로 3,,36.0753773,126.6900419,0,0,2025-12-05
PHMB220254050148082200004,리더스 옵틱,"경기도 용인시 기흥구 흥덕1로 5-10, 1층 (영덕동)",031-8067-6150,37.2699208,127.0662916,1,1,2025-12-05
PHMB220255670066082200003,1001안경콘택트 마산현동점,"경상남도 창원시 마산합포구 현동7길 22, 1층 109호 (현동)",055-221-0874,35.1494262,128.5542423,1,1,2025-12-04
PHMB220254060482082200007,스트림아이웨어,"경기도 파주시 와석순환로515번길 70, C118호 (와동동, 힐스테이트 더 운정)",,37.7280914,126.7650815,1,1,2025-12-04
PHMB220254050148082200003,꼼꼼안경 기흥어정역점,"경기도 용인시 기흥구 어정로 129, 어정프라자 118호 (상하동)",031-281-8774,37.2760268,127.143943,1,1,2025-12-03
PHMB220253030033082200009,룸84(마노모스),"서울특별시 성동구 성수이로 84, 정연빌딩 1층 (성수동2가)",02-464-7522,37.5425328,127.0564898,1,1,2025-12-02
PHMB220254050149082200002,심옵티크,"경기도 용인시 수지구 광교중앙로 316, 1층 105~106호 (상현동)",031-265-2400,37.2982611,127.0697758,3,1,2025-11-27
PHMB220253210034082200011,제롬안경원,"서울특별시 서초구 효령로 230, 승정빌딩 104호 (서초동)",,37.4834651,127.0092806,2,1,2025-11-26
PHMB220253040033082200005,으뜸플러스안경 구의역점,"서울특별시 광진구 아차산로 380, 202호 (자양동)",02-444-7087,37.5367172,127.0848964,2,1,2025-11-26
PHMB220253130033082200010,으뜸50안경공덕역점,"서울특별시 마포구 만리재로 15, 제일빌딩 2층 201호 (공덕동)",02-712-5050,37.5446772,126.9525529,1,1,2025-11-25
PHMB220253940138082200005,정필안경,"경기도 고양시 덕양구 충장로 14, 1층 (행신동)",,37.6141464,126.834357,1,1,2025-11-24
PHMB220253130033082200009,공덕나인안경,"서울특별시 마포구 도화길 35, 1층 일부호 (도화동)",02-717-9886,37.5415067,126.949421,1,1,2025-11-24
PHMB220253290024082200003,씨앤룩안경원,"부산광역시 부산진구 중앙대로824번길 12-1, 1층 (전포동)",051-806-2256,35.1642919,129.0661611,1,1,2025-11-21
PHMB220253000034082200005,쥬라옵티크,"서울특별시 종로구 돈화문로 78, 1층 (와룡동)",,37.5755769,126.9907969,1,1,2025-11-21
PHMB220256510096082200001,하파크리스틴 올리브영 제주시청점,"제주특별자치도 제주시 중앙로 246, 동산빌딩 2층 (이도이동)",,33.4981481,126.5306824,1,1,2025-11-20
PHMB220253110032082200001,으뜸50안경 구산점,"서울특별시 은평구 연서로 142, 2층 (대조동)",,37.6116653,126.9174718,1,1,2025-11-20
PHMB220253130033082200008,으뜸50안경마포구청점,"서울특별시 마포구 월드컵로36길 14, 상암 두산위브센티움 2층 203호 (성산동)",,37.5660685,126.9029005,1,1,2025-11-19
PHMB220254641062082200003,행복한안경,"전북특별자치도 전주시 덕진구 온고을로 556, 1층 (여의동)",,35.8560791,127.069736,1,1,2025-11-14
PHMB220253150037082200010,안경진정성 화곡역점,"서울특별시 강서구 강서로 174, 한양 더챔버 113,114호 (화곡동)",,37.5423455,126.8402589,1,1,2025-11-14
PHMB220253010033082200005,2020안경콘택트,"서울특별시 중구 남대문시장길 45-10, 새마을금고 1층 나호 (남창동)",,37.5609623,126.9782668,1,1,2025-11-14
PHMB220253230034082200004,으뜸플러스안경 잠실나루역점,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 419호 (신천동)",,37.5209866,127.1041908,1,1,2025-11-12
PHMB220255410012082200001,안경나라 남지점,경상남도 창녕군 남지읍 남지중앙로 112,055-536-0749,35.3921603,128.4817201,2,1,2025-11-11
PHMB220253020033082200002,아프리카 안경 용산아이파크,"서울특별시 용산구 한강대로23길 55, 용산역 지하1층 (한강로3가)",02-2012-0312,37.5296754,126.964035,1,1,2025-11-11
PHMB220253050034082200005,엔터안경,"서울특별시 동대문구 천호대로 301, 답십리역 지웰에스테이트 108호 (답십리동)",,37.5663269,127.0540871,1,1,2025-11-07
PHMB220253620020082200004,오렌즈 광주일곡점,"전남광주통합특별시 북구 설죽로 505, 1층 103호 (일곡동)",062-573-3005,35.2044931,126.8977486,1,1,2025-11-04
PHMB220255670066082200002,해피아이안경,"경상남도 창원시 마산회원구 내서읍 삼계6길 40, 1층",055-606-9178,35.234066,128.5033027,2,1,2025-11-04
PHMB220255380356082200002,양산안경점 3PR,"경상남도 양산시 물금읍 황산로 483, 1층 101호",,35.3180811,128.9931748,1,1,2025-11-04
PHMB220253410023082200003,꼼꼼안경(중구점),"대구광역시 중구 태평로 111, 1층 (태평로3가)",053-422-2111,35.8764345,128.5899284,3,2,2025-11-04
PHMB220255350356082200001,오렌즈 김해율하점,"경상남도 김해시 율하6로 61, 109호 (장유동)",,35.1715881,128.8232617,1,1,2025-11-03
PHMB220253860384082200006,지니스안경 부천역점,"경기도 부천시 원미구 부일로 473, 1층 (심곡동)",,37.486212,126.7825902,1,1,2025-11-03
PHMB220255710108082200005,글라스팩토리 안경 봉명점,충청북도 청주시 흥덕구 직지대로582번길 4 (봉명동),,36.6431556,127.4572556,1,1,2025-10-31
PHMB220255470012082200001,눈사랑안경 거창점,"경상남도 거창군 거창읍 아림로 28-1, 1층",,35.6858505,127.9109052,1,1,2025-10-31
PHMB220253620020082200003,으뜸아이안경(매곡점),"전남광주통합특별시 북구 서하로 117, 1층 102,103호 (매곡동)",062-372-3987,35.1877044,126.8933637,1,1,2025-10-28
PHMB220253450022082200004,으뜸50안경 칠곡3지구점,"대구광역시 북구 학정로 415, 메가타운 2층 202호 (동천동)",,35.942004,128.5629124,1,1,2025-10-28
PHMB220253300024082200002,으뜸50안경 부산온천장역점,"부산광역시 동래구 금강공원로 13, 1층 (온천동)",,35.2186647,129.0828026,1,1,2025-10-28
PHMB220253220033082200010,브리즘 역삼역점,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 B2층 S19-1호 (역삼동)",02-558-0988,37.49993,127.0365081,1,1,2025-10-27
PHMB220253540021082200002,으뜸플러스안경백운역점,"인천광역시 부평구 경원대로 1234, 삼주빌딩 2층 일부호 (산곡동)",032-713-8055,37.4870377,126.7081098,1,1,2025-10-23
